,x_in,y_in,change,x_fin
12089,-240,260,1,-220
12093,-240,80,1,-40
12097,-240,-80,1,120
12101,-240,40,1,0
12105,-240,280,1,-240
12109,-240,-140,1,180
12113,-240,-160,1,200
12117,-240,40,1,0
12121,-240,140,1,-100
12125,-240,-80,1,120
12129,-240,-40,1,80
12133,-240,200,1,-160
12137,-240,140,1,-100
12141,-240,20,1,20
12145,-240,60,1,-20
12149,-240,60,1,-20
12153,-240,-140,1,180
12157,-240,-120,1,160
12161,-240,-60,1,100
12165,-240,280,1,-240
12169,-240,100,1,-60
12173,-240,80,1,-40
12177,-240,220,1,-180
12181,-240,240,1,-200
12185,-240,-80,1,120
12189,-240,80,1,-40
12193,-240,200,1,-160
12197,-240,100,1,-60
12201,-240,140,1,-100
12205,-240,-140,1,180
12209,-240,-100,1,140
12213,-240,160,1,-120
12217,-240,-140,1,180
12221,-240,-40,1,80
12225,-240,100,1,-60
12229,-240,200,1,-160
12233,-240,-120,1,160
12237,-240,-140,1,180
12241,-240,-160,1,200
12245,-240,-40,1,80
12249,-240,-140,1,180
12253,-240,-140,1,180
12257,-240,60,1,-20
12261,-240,-80,1,120
12265,-240,200,1,-160
12269,-240,-140,1,180
12273,-240,140,1,-100
12277,-240,20,1,20
12281,-240,-140,1,180
12285,-240,0,1,40
12289,-240,140,1,-100
12293,-240,-120,1,160
12297,-240,100,1,-60
12301,-240,-60,1,100
12305,-240,-140,1,180
12309,-240,-40,1,80
12313,-240,120,1,-80
12317,-240,220,1,-180
12321,-240,0,1,40
12325,-240,240,1,-200
12329,-240,-20,1,60
12333,-240,-160,1,200
12337,-240,-140,1,180
12341,-240,-140,1,180
12345,-240,280,1,-240
12349,-240,-160,1,200
12353,-240,60,1,-20
12357,-240,120,1,-80
12361,-240,-40,1,80
12365,-240,0,1,40
12369,-240,100,1,-60
12373,-240,-160,1,200
12377,-240,-160,1,200
12381,-240,-80,1,120
12385,-240,140,1,-100
12389,-240,280,1,-240
12393,-240,-100,1,140
12397,240,-180,2,-220
12401,240,280,2,240
12405,240,20,2,-20
12409,240,100,2,60
12413,240,-120,2,-160
12417,240,-140,2,-180
12421,240,140,2,100
12425,240,220,2,180
12429,240,60,2,20
12433,240,80,2,40
12437,240,-100,2,-140
12441,240,-40,2,-80
12445,240,-40,2,-80
12449,240,-40,2,-80
12453,240,-140,2,-180
12457,240,100,2,60
12461,240,-100,2,-140
12465,240,-100,2,-140
12469,240,-80,2,-120
12473,-240,-180,1,220
12477,-240,-40,1,80
12481,-240,60,1,-20
12485,-240,-40,1,80
12489,-240,20,1,20
12493,-240,260,1,-220
12497,-240,40,1,0
12501,-240,-60,1,100
12505,-240,100,1,-60
12509,-240,120,1,-80
12513,-240,-80,1,120
12517,-240,-140,1,180
12521,-240,60,1,-20
12525,-240,220,1,-180
12529,-240,100,1,-60
12533,-240,-120,1,160
12537,-240,100,1,-60
12541,-240,80,1,-40
12545,-240,-40,1,80
12549,-240,200,1,-160
12553,-240,-60,1,100
12557,-240,240,1,-200
12561,-240,140,1,-100
12565,-240,260,1,-220
12569,-240,-120,1,160
12573,-240,220,1,-180
12577,-240,-20,1,60
12581,-240,-140,1,180
12585,-240,280,1,-240
12589,-240,200,1,-160
12593,-240,-140,1,180
12597,-240,-120,1,160
12601,-240,40,1,0
12605,-240,40,1,0
12609,-240,20,1,20
12613,-240,280,1,-240
12617,-240,-80,1,120
12621,-240,160,1,-120
12625,-240,240,1,-200
12629,-240,-120,1,160
12633,-240,0,1,40
12637,-240,100,1,-60
12641,-240,-100,1,140
12645,240,-180,2,-220
12649,240,0,2,-40
12653,240,220,2,180
12657,240,-140,2,-180
12661,240,80,2,40
12665,240,-40,2,-80
12669,240,20,2,-20
12673,240,-80,2,-120
12677,240,-140,2,-180
12681,240,-120,2,-160
12685,240,-40,2,-80
12689,240,160,2,120
12693,240,180,2,140
12697,240,80,2,40
12701,240,-80,2,-120
12705,240,20,2,-20
12709,240,120,2,80
12713,240,-20,2,-60
12717,240,100,2,60
12721,240,-20,2,-60
12725,240,100,2,60
12729,240,-140,2,-180
12733,240,140,2,100
12737,240,160,2,120
12741,240,-40,2,-80
12745,240,-60,2,-100
12749,240,-60,2,-100
12753,240,-140,2,-180
12757,240,20,2,-20
12761,240,240,2,200
12765,240,-160,2,-200
12769,240,-60,2,-100
12773,240,-120,2,-160
12777,240,-100,2,-140
12781,240,60,2,20
12785,240,-100,2,-140
12789,-240,-180,1,220
12793,-240,-60,1,100
12797,-240,0,1,40
12801,-240,-140,1,180
12805,-240,160,1,-120
12809,-240,-20,1,60
12813,-240,160,1,-120
12817,-240,80,1,-40
12821,-240,-160,1,200
12825,-240,-160,1,200
12829,-240,60,1,-20
12833,-240,240,1,-200
12837,-240,-120,1,160
12841,-240,100,1,-60
12845,-240,-40,1,80
12849,-240,-40,1,80
12853,-240,-80,1,120
12857,-240,-160,1,200
12861,-240,140,1,-100
12865,-240,-20,1,60
12869,-240,280,1,-240
12873,-240,-40,1,80
12877,-240,-120,1,160
12881,-240,220,1,-180
12885,-240,120,1,-80
12889,-240,160,1,-120
12893,-240,180,1,-140
12897,-240,80,1,-40
12901,-240,-140,1,180
12905,-240,280,1,-240
12909,-240,-100,1,140
12913,-240,220,1,-180
12917,-240,200,1,-160
12921,-240,280,1,-240
12925,-240,-40,1,80
12929,-240,280,1,-240
12933,-240,40,1,0
12937,-240,160,1,-120
12941,-240,-160,1,200
12945,-240,-160,1,200
12949,-240,260,1,-220
12953,-240,0,1,40
12957,-240,0,1,40
12961,-240,-100,1,140
12965,-240,200,1,-160
12969,-240,200,1,-160
12973,-240,-60,1,100
12977,-240,-160,1,200
12981,-240,-60,1,100
12985,-240,140,1,-100
12989,-240,-40,1,80
12993,-240,100,1,-60
12997,-240,-60,1,100
13001,-240,-80,1,120
13005,-240,-80,1,120
13009,-240,220,1,-180
13013,-240,180,1,-140
13017,-240,280,1,-240
13021,-240,-160,1,200
13025,-240,180,1,-140
13029,-240,260,1,-220
13033,-240,80,1,-40
13037,-240,180,1,-140
13041,-240,200,1,-160
13045,-240,0,1,40
13049,-240,240,1,-200
13053,-240,240,1,-200
13057,-240,160,1,-120
13061,-240,180,1,-140
13065,-240,40,1,0
13069,-240,-20,1,60
13073,-240,160,1,-120
13077,-240,160,1,-120
13081,-240,-20,1,60
13085,-240,240,1,-200
13089,-240,20,1,20
13093,-240,100,1,-60
13097,-240,200,1,-160
13101,-240,280,1,-240
13105,-240,-80,1,120
13109,-240,240,1,-200
13113,-240,-80,1,120
13117,-240,-80,1,120
13121,-240,100,1,-60
13125,-240,-80,1,120
13129,-240,140,1,-100
13133,-240,0,1,40
13137,240,-180,2,-220
13141,240,-80,2,-120
13145,240,-140,2,-180
13149,240,100,2,60
13153,-240,-180,1,220
13157,-240,-40,1,80
13161,-240,40,1,0
13165,-240,-140,1,180
13169,-240,-120,1,160
13173,-240,-140,1,180
13177,-240,180,1,-140
13181,-240,260,1,-220
13185,-240,140,1,-100
13189,-240,60,1,-20
13193,-240,180,1,-140
13197,-240,-20,1,60
13201,-240,120,1,-80
13205,-240,180,1,-140
13209,-240,-140,1,180
13213,-240,20,1,20
13217,-240,20,1,20
13221,-240,140,1,-100
13225,-240,-60,1,100
13229,-240,240,1,-200
13233,-240,200,1,-160
13237,-240,-100,1,140
13241,-240,-140,1,180
13245,-240,220,1,-180
13249,-240,-20,1,60
13253,-240,280,1,-240
13257,-240,-160,1,200
13261,-240,-60,1,100
13265,-240,-140,1,180
13269,-240,-140,1,180
13273,-240,-140,1,180
13277,-240,-40,1,80
13281,-240,-20,1,60
13285,-240,-140,1,180
13289,-240,120,1,-80
13293,-240,-120,1,160
13297,-240,-60,1,100
13301,-240,260,1,-220
13305,-240,0,1,40
13309,-240,-20,1,60
13313,-240,-120,1,160
13317,-240,240,1,-200
13321,-240,-160,1,200
13325,-240,-140,1,180
13329,-240,-40,1,80
13333,-240,-80,1,120
13337,-240,140,1,-100
13341,-240,-80,1,120
13345,-240,60,1,-20
13349,-240,-100,1,140
13353,-240,-100,1,140
13357,-240,-120,1,160
13361,-240,140,1,-100
13365,-240,160,1,-120
13369,-240,-140,1,180
13373,-240,-20,1,60
13377,-240,-80,1,120
13381,-240,-60,1,100
13385,-240,-160,1,200
13389,-240,0,1,40
13393,-240,-140,1,180
13397,240,-180,2,-220
13401,240,-40,2,-80
13405,240,280,2,240
13409,240,100,2,60
13413,240,160,2,120
13417,240,120,2,80
13421,240,-160,2,-200
13425,240,0,2,-40
13429,-240,-180,1,220
13433,-240,0,1,40
13437,-240,-140,1,180
13441,-240,-100,1,140
13445,-240,40,1,0
13449,-240,-160,1,200
13453,-240,80,1,-40
13457,-240,200,1,-160
13461,-240,240,1,-200
13465,-240,40,1,0
13469,-240,220,1,-180
13473,-240,-60,1,100
13477,-240,-160,1,200
13481,-240,-40,1,80
13485,-240,60,1,-20
13489,-240,120,1,-80
13493,-240,140,1,-100
13497,-240,140,1,-100
13501,-240,280,1,-240
13505,-240,200,1,-160
13509,-240,140,1,-100
13513,-240,-20,1,60
13517,240,-180,2,-220
13521,240,160,2,120
13525,240,140,2,100
13529,240,160,2,120
13533,240,280,2,240
13537,240,120,2,80
13541,240,-140,2,-180
13545,240,260,2,220
13549,240,280,2,240
13553,240,240,2,200
13557,240,-20,2,-60
13561,240,-80,2,-120
13565,240,-100,2,-140
13569,240,260,2,220
13573,240,-140,2,-180
13577,240,-140,2,-180
13581,240,80,2,40
13585,240,80,2,40
13589,240,260,2,220
13593,240,-40,2,-80
13597,240,-160,2,-200
13601,240,180,2,140
13605,240,-140,2,-180
13609,240,240,2,200
13613,240,140,2,100
13617,240,160,2,120
13621,240,-140,2,-180
13625,240,-20,2,-60
13629,240,-40,2,-80
13633,240,140,2,100
13637,240,0,2,-40
13641,240,220,2,180
13645,240,-120,2,-160
13649,240,160,2,120
13653,240,-40,2,-80
13657,240,-140,2,-180
13661,240,-20,2,-60
13665,240,100,2,60
13669,240,260,2,220
13673,240,-140,2,-180
13677,240,-20,2,-60
13681,240,140,2,100
13685,240,20,2,-20
13689,240,120,2,80
13693,240,-60,2,-100
13697,240,200,2,160
13701,240,100,2,60
13705,240,80,2,40
13709,240,280,2,240
13713,240,180,2,140
13717,240,240,2,200
13721,240,40,2,0
13725,240,240,2,200
13729,240,-40,2,-80
13733,240,260,2,220
13737,240,0,2,-40
13741,-240,-180,1,220
13745,-240,-20,1,60
13749,-240,200,1,-160
13753,-240,120,1,-80
13757,-240,280,1,-240
13761,-240,140,1,-100
13765,240,-180,2,-220
13769,240,-40,2,-80
13773,-240,-180,1,220
13777,-240,-80,1,120
13781,-240,120,1,-80
13785,-240,160,1,-120
13789,-240,-100,1,140
13793,-240,100,1,-60
13797,-240,220,1,-180
13801,-240,240,1,-200
13805,-240,-120,1,160
13809,-240,-20,1,60
13813,-240,220,1,-180
13817,-240,140,1,-100
13821,-240,-160,1,200
13825,-240,260,1,-220
13829,-240,240,1,-200
13833,-240,140,1,-100
13837,-240,160,1,-120
13841,-240,-140,1,180
13845,-240,220,1,-180
13849,-240,-140,1,180
13853,-240,-120,1,160
13857,-240,-80,1,120
13861,-240,-140,1,180
13865,-240,280,1,-240
13869,-240,0,1,40
13873,-240,-20,1,60
13877,-240,-20,1,60
13881,-240,260,1,-220
13885,-240,180,1,-140
13889,-240,40,1,0
13893,-240,-140,1,180
13897,-240,-20,1,60
13901,-240,140,1,-100
13905,-240,140,1,-100
13909,-240,240,1,-200
13913,-240,200,1,-160
13917,-240,80,1,-40
13921,-240,140,1,-100
13925,-240,60,1,-20
13929,-240,280,1,-240
13933,-240,120,1,-80
13937,-240,60,1,-20
13941,-240,-140,1,180
13945,-240,40,1,0
13949,240,-180,2,-220
13953,240,-80,2,-120
13957,240,140,2,100
13961,240,240,2,200
13965,240,200,2,160
13969,240,-120,2,-160
13973,240,40,2,0
13977,240,80,2,40
13981,240,-60,2,-100
13985,240,40,2,0
13989,240,120,2,80
13993,240,240,2,200
13997,240,0,2,-40
14001,240,-80,2,-120
14005,240,-100,2,-140
14009,240,-60,2,-100
14013,240,-160,2,-200
14017,240,20,2,-20
14021,240,120,2,80
14025,240,180,2,140
14029,240,60,2,20
14033,240,-140,2,-180
14037,240,240,2,200
14041,240,-160,2,-200
14045,240,100,2,60
14049,240,-80,2,-120
14053,240,-20,2,-60
14057,240,40,2,0
14061,240,-140,2,-180
14065,240,-80,2,-120
14069,240,220,2,180
14073,240,-20,2,-60
14077,240,80,2,40
14081,240,280,2,240
14085,240,-60,2,-100
14089,240,180,2,140
14093,-240,-180,1,220
14097,-240,280,1,-240
14101,-240,160,1,-120
14105,-240,180,1,-140
14109,-240,160,1,-120
14113,-240,120,1,-80
14117,-240,120,1,-80
14121,-240,40,1,0
14125,-240,200,1,-160
14129,-240,-60,1,100
14133,-240,-40,1,80
14137,-240,280,1,-240
14141,-240,-120,1,160
14145,-240,280,1,-240
14149,-240,220,1,-180
14153,-240,240,1,-200
14157,-240,140,1,-100
14161,-240,0,1,40
14165,-240,-140,1,180
14169,-240,-140,1,180
14173,-240,-20,1,60
14177,-240,100,1,-60
14181,-240,-120,1,160
14185,-240,80,1,-40
14189,240,-180,2,-220
14193,240,120,2,80
14197,240,180,2,140
14201,240,260,2,220
14205,240,160,2,120
14209,240,-160,2,-200
14213,240,160,2,120
14217,240,40,2,0
14221,240,-140,2,-180
14225,240,40,2,0
14229,240,-120,2,-160
14233,240,80,2,40
14237,-240,-180,1,220
14241,-240,140,1,-100
14245,-240,220,1,-180
14249,240,-180,2,-220
14253,240,-120,2,-160
14257,240,260,2,220
14261,240,-140,2,-180
14265,240,280,2,240
14269,240,120,2,80
14273,-240,-180,1,220
14277,240,-180,2,-220
14281,240,160,2,120
14285,240,220,2,180
14289,-240,-180,1,220
14293,-240,-120,1,160
14297,-240,20,1,20
14301,-240,140,1,-100
14305,-240,-40,1,80
14309,-240,40,1,0
14313,-240,200,1,-160
14317,-240,40,1,0
14321,-240,160,1,-120
14325,-240,-140,1,180
14329,-240,260,1,-220
14333,-240,-80,1,120
14337,-240,-100,1,140
14341,-240,260,1,-220
14345,-240,20,1,20
14349,-240,20,1,20
14353,-240,20,1,20
14357,-240,20,1,20
14361,240,-180,2,-220
14365,240,20,2,-20
14369,240,280,2,240
14373,240,-60,2,-100
14377,240,240,2,200
14381,240,80,2,40
14385,240,200,2,160
14389,240,120,2,80
14393,240,-20,2,-60
14397,240,260,2,220
14401,240,220,2,180
14405,240,160,2,120
14409,240,260,2,220
14413,-240,-180,1,220
14417,-240,20,1,20
14421,-240,40,1,0
14425,-240,120,1,-80
14429,-240,-20,1,60
14433,-240,60,1,-20
14437,-240,20,1,20
14441,-240,40,1,0
14445,-240,220,1,-180
14449,-240,260,1,-220
14453,-240,40,1,0
14457,-240,280,1,-240
14461,240,-180,2,-220
14465,240,80,2,40
14469,240,180,2,140
14473,240,-20,2,-60
14477,240,-120,2,-160
14481,240,-40,2,-80
14485,240,-60,2,-100
14489,240,120,2,80
14493,240,-20,2,-60
14497,240,-120,2,-160
14501,240,80,2,40
14505,240,120,2,80
14509,240,280,2,240
14513,240,-160,2,-200
14517,240,-140,2,-180
14521,240,-60,2,-100
14525,240,40,2,0
14529,240,-60,2,-100
14533,-240,-180,1,220
14537,-240,-140,1,180
14541,-240,-100,1,140
14545,-240,180,1,-140
14549,-240,260,1,-220
14553,-240,80,1,-40
14557,-240,140,1,-100
14561,-240,-60,1,100
14565,-240,20,1,20
14569,-240,20,1,20
14573,240,-180,2,-220
14577,240,-100,2,-140
14581,240,20,2,-20
14585,240,220,2,180
14589,240,60,2,20
14593,240,-120,2,-160
14597,240,200,2,160
14601,240,100,2,60
14605,240,60,2,20
14609,240,0,2,-40
14613,240,220,2,180
14617,240,180,2,140
14621,240,-160,2,-200
14625,240,240,2,200
14629,240,280,2,240
14633,240,100,2,60
14637,240,40,2,0
14641,240,240,2,200
14645,240,-160,2,-200
14649,240,20,2,-20
14653,240,180,2,140
14657,240,20,2,-20
14661,240,180,2,140
14665,240,-140,2,-180
14669,240,260,2,220
14673,240,-120,2,-160
14677,240,20,2,-20
14681,240,-60,2,-100
14685,240,40,2,0
14689,240,160,2,120
14693,240,260,2,220
14697,240,260,2,220
14701,240,160,2,120
14705,240,60,2,20
14709,240,-140,2,-180
14713,240,80,2,40
14717,240,0,2,-40
14721,240,20,2,-20
14725,-240,-180,1,220
14729,-240,-40,1,80
14733,-240,200,1,-160
14737,-240,-140,1,180
14741,-240,-60,1,100
14745,-240,-140,1,180
14749,-240,60,1,-20
14753,-240,220,1,-180
14757,-240,0,1,40
14761,-240,-160,1,200
14765,-240,-140,1,180
14769,-240,200,1,-160
14773,-240,-140,1,180
14777,-240,220,1,-180
14781,-240,200,1,-160
14785,240,-180,2,-220
14789,240,180,2,140
14793,240,140,2,100
14797,240,140,2,100
14801,240,20,2,-20
14805,240,40,2,0
14809,240,140,2,100
14813,240,100,2,60
14817,-240,-180,1,220
14821,-240,180,1,-140
14825,-240,240,1,-200
14829,-240,0,1,40
14833,-240,-160,1,200
14837,-240,-20,1,60
14841,-240,160,1,-120
14845,-240,180,1,-140
14849,-240,260,1,-220
14853,-240,240,1,-200
14857,-240,0,1,40
14861,-240,240,1,-200
14865,-240,80,1,-40
14869,-240,240,1,-200
14873,-240,140,1,-100
14877,240,-180,2,-220
14881,240,160,2,120
14885,240,40,2,0
14889,240,100,2,60
14893,240,-60,2,-100
14897,240,0,2,-40
14901,240,140,2,100
14905,240,-120,2,-160
14909,240,20,2,-20
14913,240,60,2,20
14917,240,-20,2,-60
14921,240,-20,2,-60
14925,240,100,2,60
14929,240,140,2,100
14933,240,-120,2,-160
14937,240,180,2,140
14941,240,-160,2,-200
14945,240,60,2,20
14949,240,240,2,200
14953,240,120,2,80
14957,240,80,2,40
14961,240,-160,2,-200
14965,240,-80,2,-120
14969,240,-40,2,-80
14973,240,0,2,-40
14977,240,80,2,40
14981,240,200,2,160
14985,240,240,2,200
14989,240,0,2,-40
14993,240,60,2,20
14997,240,60,2,20
15001,240,280,2,240
15005,240,180,2,140
15009,-240,-180,1,220
15013,-240,40,1,0
15017,-240,-120,1,160
15021,-240,20,1,20
15025,-240,-140,1,180
15029,-240,160,1,-120
15033,-240,40,1,0
15037,-240,180,1,-140
15041,-240,-40,1,80
15045,-240,160,1,-120
15049,-240,-20,1,60
15053,-240,-160,1,200
15057,-240,260,1,-220
15061,-240,120,1,-80
15065,-240,220,1,-180
15069,-240,120,1,-80
15073,-240,120,1,-80
15077,-240,140,1,-100
15081,-240,-80,1,120
15085,-240,140,1,-100
15089,-240,180,1,-140
15093,-240,280,1,-240
15097,-240,-140,1,180
15101,-240,280,1,-240
15105,-240,100,1,-60
15109,-240,200,1,-160
15113,-240,220,1,-180
15117,-240,80,1,-40
15121,-240,100,1,-60
15125,-240,-80,1,120
15129,-240,220,1,-180
15133,-240,-20,1,60
15137,-240,-60,1,100
15141,-240,180,1,-140
15145,-240,-140,1,180
15149,-240,180,1,-140
15153,-240,120,1,-80
15157,-240,0,1,40
15161,-240,200,1,-160
15165,-240,-40,1,80
15169,-240,240,1,-200
15173,-240,160,1,-120
15177,-240,100,1,-60
15181,-240,-20,1,60
15185,-240,140,1,-100
15189,-240,200,1,-160
15193,-240,260,1,-220
15197,-240,-160,1,200
15201,-240,180,1,-140
15205,240,-180,2,-220
15209,240,60,2,20
15213,240,-160,2,-200
15217,240,140,2,100
15221,240,-140,2,-180
15225,240,-160,2,-200
15229,240,-40,2,-80
15233,240,100,2,60
15237,240,160,2,120
15241,240,60,2,20
15245,240,220,2,180
15249,-240,-180,1,220
15253,-240,60,1,-20
15257,-240,220,1,-180
15261,-240,200,1,-160
15265,-240,140,1,-100
15269,-240,140,1,-100
15273,-240,280,1,-240
15277,-240,200,1,-160
15281,-240,20,1,20
15285,-240,20,1,20
15289,-240,280,1,-240
15293,-240,-20,1,60
15297,-240,140,1,-100
15301,-240,60,1,-20
15305,240,-180,2,-220
15309,240,220,2,180
15313,240,20,2,-20
15317,240,80,2,40
15321,240,-120,2,-160
15325,240,240,2,200
15329,240,-60,2,-100
15333,240,240,2,200
15337,240,140,2,100
15341,240,200,2,160
15345,240,200,2,160
15349,240,-140,2,-180
15353,240,60,2,20
15357,-240,-180,1,220
15361,-240,200,1,-160
15365,-240,120,1,-80
15369,-240,-80,1,120
15373,-240,-120,1,160
15377,-240,220,1,-180
15381,-240,-140,1,180
15385,-240,160,1,-120
15389,240,-180,2,-220
15393,240,-60,2,-100
15397,240,-140,2,-180
15401,240,-140,2,-180
15405,240,-140,2,-180
15409,240,-120,2,-160
15413,240,120,2,80
15417,240,140,2,100
15421,240,-80,2,-120
15425,240,-120,2,-160
15429,240,60,2,20
15433,240,-160,2,-200
15437,240,240,2,200
15441,240,160,2,120
15445,240,240,2,200
15449,240,260,2,220
15453,240,-60,2,-100
15457,240,40,2,0
15461,240,120,2,80
15465,240,220,2,180
15469,240,20,2,-20
15473,240,200,2,160
15477,240,20,2,-20
15481,240,60,2,20
15485,240,100,2,60
15489,240,-120,2,-160
15493,240,280,2,240
15497,240,160,2,120
15501,240,-20,2,-60
15505,240,40,2,0
15509,240,200,2,160
15513,240,80,2,40
15517,240,180,2,140
15521,240,-140,2,-180
15525,240,-140,2,-180
15529,240,-140,2,-180
15533,240,-80,2,-120
15537,240,-140,2,-180
15541,240,-60,2,-100
15545,240,-120,2,-160
15549,240,-140,2,-180
15553,240,-20,2,-60
15557,240,20,2,-20
15561,240,80,2,40
15565,240,260,2,220
15569,240,160,2,120
15573,240,260,2,220
15577,240,0,2,-40
15581,240,220,2,180
15585,240,-40,2,-80
15589,240,-100,2,-140
15593,240,200,2,160
15597,240,280,2,240
15601,240,-20,2,-60
15605,240,280,2,240
15609,240,200,2,160
15613,240,-80,2,-120
15617,240,40,2,0
15621,240,240,2,200
15625,240,20,2,-20
15629,240,-60,2,-100
15633,240,120,2,80
15637,240,100,2,60
15641,240,-140,2,-180
15645,240,280,2,240
15649,-240,-180,1,220
15653,-240,-60,1,100
15657,-240,0,1,40
15661,-240,180,1,-140
15665,240,-180,2,-220
15669,240,160,2,120
15673,240,-160,2,-200
15677,240,140,2,100
15681,240,-140,2,-180
15685,240,-160,2,-200
15689,240,-100,2,-140
15693,240,-100,2,-140
15697,240,-140,2,-180
15701,240,160,2,120
15705,240,0,2,-40
15709,240,-140,2,-180
15713,240,-20,2,-60
15717,240,80,2,40
15721,240,-140,2,-180
15725,240,-40,2,-80
15729,240,-80,2,-120
15733,240,200,2,160
15737,240,160,2,120
15741,240,140,2,100
15745,240,40,2,0
15749,240,120,2,80
15753,240,80,2,40
15757,240,-60,2,-100
15761,240,100,2,60
15765,240,220,2,180
15769,240,-40,2,-80
15773,-240,-180,1,220
15777,-240,60,1,-20
15781,-240,80,1,-40
15785,-240,120,1,-80
15789,240,-180,2,-220
15793,240,280,2,240
15797,240,80,2,40
15801,240,60,2,20
15805,240,80,2,40
15809,240,260,2,220
15813,240,-20,2,-60
15817,240,180,2,140
15821,240,240,2,200
15825,240,260,2,220
15829,240,-80,2,-120
15833,240,-140,2,-180
15837,240,80,2,40
15841,240,220,2,180
15845,240,40,2,0
15849,240,-140,2,-180
15853,240,-20,2,-60
15857,240,40,2,0
15861,240,240,2,200
15865,240,40,2,0
15869,240,-140,2,-180
15873,240,-140,2,-180
15877,240,260,2,220
15881,240,60,2,20
15885,240,260,2,220
15889,240,-160,2,-200
15893,240,80,2,40
15897,240,-80,2,-120
15901,240,100,2,60
15905,240,280,2,240
15909,240,-120,2,-160
15913,-240,-180,1,220
15917,-240,-140,1,180
15921,-240,40,1,0
15925,-240,200,1,-160
15929,-240,280,1,-240
15933,-240,-140,1,180
15937,-240,120,1,-80
15941,-240,-40,1,80
15945,-240,200,1,-160
15949,-240,20,1,20
15953,-240,220,1,-180
15957,-240,-100,1,140
15961,240,-180,2,-220
15965,240,20,2,-20
15969,240,160,2,120
15973,240,-140,2,-180
15977,240,-40,2,-80
15981,240,140,2,100
15985,240,-40,2,-80
15989,240,120,2,80
15993,240,260,2,220
15997,240,-80,2,-120
16001,240,-60,2,-100
16005,240,280,2,240
16009,240,100,2,60
16013,240,-140,2,-180
16017,240,160,2,120
16021,240,-20,2,-60
16025,240,200,2,160
16029,240,260,2,220
16033,240,-60,2,-100
16037,240,60,2,20
16041,240,-140,2,-180
16045,240,240,2,200
16049,240,100,2,60
16053,240,220,2,180
16057,240,140,2,100
16061,-240,-180,1,220
16065,-240,0,1,40
16069,-240,200,1,-160
16073,-240,-20,1,60
16077,-240,-100,1,140
16081,-240,-40,1,80
16085,-240,-100,1,140
16089,-240,-80,1,120
16093,-240,140,1,-100
16097,-240,260,1,-220
16101,-240,-140,1,180
16105,-240,-60,1,100
16109,-240,100,1,-60
16113,-240,-40,1,80
16117,-240,-140,1,180
16121,-240,-60,1,100
16125,-240,-40,1,80
16129,-240,-100,1,140
16133,-240,-60,1,100
16137,-240,80,1,-40
16141,-240,-140,1,180
16145,-240,0,1,40
16149,240,-180,2,-220
16153,240,200,2,160
16157,240,-140,2,-180
16161,240,200,2,160
16165,240,120,2,80
16169,240,140,2,100
16173,240,100,2,60
16177,240,0,2,-40
16181,240,-160,2,-200
16185,240,20,2,-20
16189,240,-120,2,-160
16193,240,-100,2,-140
16197,-240,-180,1,220
16201,-240,220,1,-180
16205,-240,20,1,20
16209,-240,180,1,-140
16213,-240,200,1,-160
16217,-240,180,1,-140
16221,-240,-80,1,120
16225,-240,100,1,-60
16229,240,-180,2,-220
16233,240,-160,2,-200
16237,240,-60,2,-100
16241,240,180,2,140
16245,240,240,2,200
16249,240,-100,2,-140
16253,240,-160,2,-200
16257,240,-40,2,-80
16261,240,120,2,80
16265,240,-140,2,-180
16269,240,40,2,0
16273,240,280,2,240
16277,240,20,2,-20
16281,240,40,2,0
16285,240,-40,2,-80
16289,240,220,2,180
16293,240,-100,2,-140
16297,240,0,2,-40
16301,240,260,2,220
16305,240,160,2,120
16309,240,-160,2,-200
16313,240,-20,2,-60
16317,240,-60,2,-100
16321,240,-140,2,-180
16325,240,-80,2,-120
16329,240,-40,2,-80
16333,240,40,2,0
16337,240,-160,2,-200
16341,240,60,2,20
16345,240,260,2,220
16349,240,-160,2,-200
16353,240,-40,2,-80
16357,240,260,2,220
16361,240,220,2,180
16365,240,160,2,120
16369,240,-120,2,-160
16373,240,280,2,240
16377,240,-80,2,-120
16381,240,120,2,80
16385,240,120,2,80
16389,240,-100,2,-140
16393,240,-60,2,-100
16397,240,200,2,160
16401,240,120,2,80
16405,240,80,2,40
16409,240,120,2,80
16413,240,-140,2,-180
16417,240,100,2,60
16421,240,-100,2,-140
16425,240,80,2,40
16429,240,-160,2,-200
16433,240,280,2,240
16437,240,200,2,160
16441,240,180,2,140
16445,240,-120,2,-160
16449,240,-120,2,-160
16453,240,-60,2,-100
16457,240,-120,2,-160
16461,240,-80,2,-120
16465,240,180,2,140
16469,240,0,2,-40
16473,240,260,2,220
16477,240,-120,2,-160
16481,240,-80,2,-120
16485,240,200,2,160
16489,240,-80,2,-120
16493,240,-120,2,-160
16497,240,200,2,160
16501,240,-20,2,-60
16505,240,-160,2,-200
16509,240,240,2,200
16513,-240,-180,1,220
16517,-240,80,1,-40
16521,-240,180,1,-140
16525,-240,240,1,-200
16529,-240,140,1,-100
16533,-240,140,1,-100
16537,-240,160,1,-120
16541,240,-180,2,-220
16545,240,280,2,240
16549,240,160,2,120
16553,240,240,2,200
16557,240,120,2,80
16561,240,-120,2,-160
16565,240,20,2,-20
16569,240,-160,2,-200
16573,240,160,2,120
16577,240,-40,2,-80
16581,240,140,2,100
16585,240,-100,2,-140
16589,240,220,2,180
16593,-240,-180,1,220
